stockcode,description,revenue,quantity,orders,customers,average_price,revenue_share
90018C,SILVER BLACK ORBIT DROP EARRINGS,118.51,28,20,7,4.2325,0.0005787572307822844
35607A,PINK FLUFFY CHRISTMAS DECORATION,118.43,554,31,27,0.21377256317689533,0.0005783665415707192
20887,BOX OF 6 PEBBLE CANDLES,118.39,18,8,4,6.577222222222222,0.0005781711969649367
90139,FLOWER BROOCH 4 ASSORTED COLOURS,118.24000000000001,23,18,3,5.1408695652173915,0.0005774386546932521
84510E,SET OF 4 GREEN CAROUSEL COASTERS,117.77,148,28,12,0.7957432432432432,0.0005751433555753069
22877,"NUMBER TILE COTTAGE GARDEN, 9",117.30999999999999,59,5,4,1.9883050847457626,0.0005728968926088074
35824C,"HANGING FLOWERS+MIRROR,CLEAR",117.05,235,8,8,0.4980851063829787,0.0005716271526712208
22879,NUMBER TILE VINTAGE FONT 0,117.04,74,20,7,1.5816216216216217,0.0005715783165197752
23244,STORAGE TIN VINTAGE LEAF,117.0,60,7,7,1.95,0.0005713829719139927
72038P,PRICE'S CANDLE PEACH,116.5,1050,9,9,0.11095238095238096,0.0005689411643417106
16206B,RED PURSE WITH PINK HEART,116.4,96,16,14,1.2125000000000001,0.0005684528028272542
84751B,BLACK MEDIUM GLASS CAKE STAND,115.86,38,19,18,3.0489473684210524,0.0005658156506491897
20848,ZINC HEART LATTICE CHARGER SMALL,115.05000000000001,39,12,10,2.95,0.0005618599223820929
20896,VINTAGE NOTEBOOK PINK FLOWER,115.05000000000001,39,14,13,2.95,0.0005618599223820929
84462,3 PINK HEN+CHICKS IN BASKET,114.86,100,14,13,1.1486,0.0005609320355046256
23185,FRENCH STYLE STORAGE JAR JAM,114.85,317,30,27,0.36230283911671923,0.0005608831993531799
20698,LITTLE PINK MONSTER SOFT TOY,114.44999999999999,47,21,17,2.435106382978723,0.0005589297532953543
23151,ZINC SWEETHEART SOAP DISH,114.33000000000001,61,21,18,1.8742622950819674,0.0005583437194780067
84509c,SET OF 4 DOTTY PLACEMATS,114.3,15,11,0,7.62,0.0005581972110236698
90049,IVORY GOLD METAL BAG CHARM,114.24,20,6,3,5.712,0.0005579041941149959
23535,WALL ART BICYCLE SAFTEY,114.15,21,3,3,5.435714285714286,0.0005574646687519851
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,113.76,79,10,8,1.4400000000000002,0.0005555600588456051
84510c,SET OF 4 POLKADOT COASTERS,113.75999999999999,46,26,0,2.4730434782608692,0.0005555600588456051
22875,"NUMBER TILE COTTAGE GARDEN, 7",113.41,57,3,2,1.9896491228070174,0.0005538507935450077
22868,"NUMBER TILE COTTAGE GARDEN, 0",113.40999999999998,57,3,2,1.9896491228070172,0.0005538507935450077
22870,"NUMBER TILE COTTAGE GARDEN, 2",113.40999999999998,57,3,2,1.9896491228070172,0.0005538507935450077
84705B,FAIRY CAKES PHOTO FRAME,113.27,84,3,2,1.348452380952381,0.0005531670874247687
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",113.22,252,34,18,0.4492857142857143,0.0005529229066675406
90179C,BLACK FINE BEAD NECKLACE W TASSEL,112.78,19,16,7,5.935789473684211,0.0005507741160039324
21089,SET/6 GREEN SPRING PAPER CUPS,112.54,323,40,32,0.34842105263157896,0.0005496020483692371
44236,PINK/PURPLE CIRCLE CURTAIN,112.32000000000001,64,12,9,1.7550000000000001,0.000548527653037433
71510,SQUARE METAL CANDLEHOLDER BASE,112.05,177,17,11,0.6330508474576271,0.0005472090769484006
35916A,YELLOW FELT HANGING HEART W FLOWER,112.03999999999999,129,44,7,0.8685271317829457,0.000547160240796955
71495B,CD WALL TIDY RED FLOWERS,111.57000000000001,294,18,8,0.37948979591836735,0.0005448649416790099
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,111.34,255,26,20,0.4366274509803922,0.0005437417101957602
10138,ASSORTED COLOUR JUMBO PEN,111.22,261,21,14,0.4261302681992337,0.0005431556763784125
22873,"NUMBER TILE COTTAGE GARDEN, 5",111.14999999999999,57,3,3,1.95,0.000542813823318293
84493,BLUE/PINK NEST STRIPE BOX,111.12,1142,5,5,0.09730297723292469,0.0005426673148639561
90103,PURPLE FRANGIPANI NECKLACE,110.85,44,30,5,2.5193181818181816,0.0005413487387749238
82069,BEECH WOOD P/FRAME,109.85,17,11,2,6.461764705882352,0.0005364651236303597
22874,"NUMBER TILE COTTAGE GARDEN, 6",109.19999999999999,56,2,2,1.9499999999999997,0.0005332907737863931
22872,"NUMBER TILE COTTAGE GARDEN, 4",109.19999999999999,56,2,2,1.9499999999999997,0.0005332907737863931
22876,"NUMBER TILE COTTAGE GARDEN, 8",109.19999999999999,56,2,2,1.9499999999999997,0.0005332907737863931
22871,"NUMBER TILE COTTAGE GARDEN, 3",109.19999999999999,56,2,2,1.9499999999999997,0.0005332907737863931
85185F,LION SOCK PUPPET,109.15,37,19,16,2.95,0.000533046593029165
84247H,PACK/12 DECOUPAGE CARD,109.13000000000001,42,20,12,2.5983333333333336,0.0005329489207262736
90177C,DROP DIAMANTE EARRINGS CRYSTAL,109.03,37,24,6,2.946756756756757,0.0005324605592118173
90071,RUBY GLASS CLUSTER EARRINGS,108.99,87,73,2,1.252758620689655,0.0005322652146060346
20667,CHERRY BLOSSOM PURSE,108.69,40,24,6,2.71725,0.0005308001300626654
90104,PURPLE FRANGIPANI HAIRCLIP,108.11,129,49,11,0.8380620155038759,0.0005279676332788183
23041,PAPER LANTERN 6 POINT SNOW STAR,107.9,26,6,6,4.15,0.0005269420740984599
72753C,S/3 FLWR FAIRY ROSE CANDLES,107.68,43,6,5,2.504186046511628,0.0005258676787666558
90118,PINK DAISY BAG CHARM,107.39,42,29,3,2.556904761904762,0.0005244514303747323
35840,FLAT GLASS  BAUBLE WHITE FLOCK,107.13,45,11,5,2.3806666666666665,0.0005231816904371456
23626,SET 10 CARDS DINKY TREE 17076,107.07000000000001,43,16,0,2.49,0.0005228886735284717
23455,SMALL PARLOUR FRAME,106.98000000000002,42,2,2,2.5471428571428576,0.000522449148165461
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,106.74,64,40,5,1.6678125,0.0005212770805307657
84562B,BLUE/WHITE RIBBED MELAMINE JUG,106.59,10,7,5,10.659,0.000520544538259081
48103,DOORMAT KISS MY.......,106.58,22,2,2,4.844545454545455,0.0005204957021076353
35096B,RED VICTORIAN FABRIC HEART BOX,106.49000000000001,293,25,20,0.3634470989761093,0.0005200561767446247
90165A,PINK ROSEBUD PEARL EARRINGS,106.49,42,27,2,2.5354761904761904,0.0005200561767446245
22445,PENCIL CASE GINGHAM FOREST,106.20000000000002,36,4,4,2.9500000000000006,0.0005186399283527011
84867A,PINK BABY GIRLS PHOTO ALBUM,105.82000000000001,16,4,3,6.6137500000000005,0.0005167841545977667
90051,CRACKED GLAZE NECKLACE RED,105.72,15,11,4,7.048,0.0005162957930833102
35610A,PINK CHRISTMAS FLOCK DROPLET,105.43,143,12,8,0.7372727272727273,0.0005148795446913867
84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,105.39999999999999,124,20,17,0.85,0.0005147330362370498
22433,WATERING CAN PINK BUNNY,105.3,54,5,5,1.95,0.0005142446747225934
17090D,VANILLA INCENSE 40 CONES IN TIN,105.2,88,28,21,1.1954545454545455,0.0005137563132081369
16169D,WRAP WINTER FOREST,105.0,250,9,9,0.42,0.0005127795901792242
23574,PACKING CHARGE,105.0,14,14,9,7.5,0.0005127795901792242
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,104.95,20,17,4,5.2475000000000005,0.000512535409421996
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,104.77,21,13,5,4.989047619047619,0.0005116563586959745
21118,SHOPPING BAG DOORSTOP,104.25,69,7,7,1.5108695652173914,0.0005091168788208012
21337,SILVER WASHBAG,103.53000000000002,33,12,7,3.1372727272727277,0.0005056006759167151
72801c,4 ROSE PINK DINNER CANDLES,103.47,42,26,0,2.4635714285714285,0.0005053076590080413
35910A,MULTICOLOUR EASTER RABBIT,103.35,53,13,12,1.95,0.0005047216251906935
84679,CLASSICAL ROSE TABLE LAMP,103.3,14,4,4,7.378571428571428,0.0005044774444334653
35594,WOODEN CHRISTMAS TREE 3 HANGING,103.06,165,39,18,0.6246060606060606,0.0005033053767987699
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,102.3,22,10,9,4.6499999999999995,0.0004995938292889012
84968e,S/16 VINTAGE BLACK CUTLERY,101.96,4,4,0,25.49,0.0004979334001397495
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,101.35,92,10,5,1.1016304347826087,0.0004949543949015654
72369A,PINK CLEAR GLASS CANDLE PLATE,101.28999999999999,67,14,8,1.5117910447761194,0.0004946613779928915
16248B,BLUE HOLE PUNCH,101.25,81,12,12,1.25,0.0004944660333871091
84921,CREAM AND PINK FLOWERS PONY,101.25,27,14,13,3.75,0.0004944660333871091
85050,FRENCH ENAMEL SOAP DISH WITH LID,100.8,48,1,1,2.1,0.0004922684065720552
72821,CUPID SCENTED CANDLE IN GLASS,100.65,61,14,13,1.6500000000000001,0.0004915358643003706
75172,PAINTED SEA SHELL METAL WINDCHIME,100.31,97,11,11,1.0341237113402062,0.0004898754351512188
78027,SEAGRASS S/2 CORNER LAUNDRY,100.15,6,5,3,16.691666666666666,0.0004890940567280886
23611,SET 10 CARDS RED RIDING HOOD 17214,99.60000000000001,40,16,0,2.49,0.0004864080683985784
23464,VINTAGE ZINC WATERING CAN SMALL,99.2,18,8,6,5.511111111111111,0.00048445462234075276
37471,MULTICOLOUR DOTS PLATE,99.02,692,6,2,0.14309248554913295,0.0004835755716147312
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,99.0,60,5,5,1.65,0.00048347789931183996
23466,TUSCAN VILLA DOVECOTE,99.0,12,4,4,8.25,0.00048347789931183996
23465,TUSCAN VILLA FEEDING STATION,99.0,12,7,7,8.25,0.00048347789931183996
22736,"RIBBON REEL, MAKING SNOWMEN",99.0,60,5,5,1.65,0.00048347789931183996
21266,VINTAGE SILVER TINSEL REEL,98.9,23,9,0,4.3,0.0004829895377973835
90169,DAISY HAIR COMB,98.87,39,23,3,2.5351282051282054,0.0004828430293430466
37471,MULTICOLOUR POLKADOT PLATE,98.83,713,4,2,0.13861150070126227,0.000482647684737264
84575A,PINK DOG CANNISTER,98.8,24,13,13,4.116666666666666,0.0004825011762829271
22878,"NUMBER TILE COTTAGE GARDEN, No",98.72,45,5,3,2.1937777777777776,0.000482110487071362
90163B,WHITE ROSEBUD & PEARL NECKLACE,98.45,13,9,2,7.573076923076924,0.0004807919109823297
84705D,CHERRY BLOSSOM PHOTO FRAME,97.9,22,14,3,4.45,0.00047810592265281953
16161G,WRAP BAD HAIR DAY,97.5,975,33,31,0.1,0.0004761524765949939
90150,BLUE SHELL+SILVER NECKLACE,97.5,13,8,7,7.5,0.0004761524765949939
90067A,PINK VINTAGE VICTORIAN EARRINGS,97.24000000000001,33,16,8,2.9466666666666668,0.0004748827366574073
20861,GOLD COSMETIC BAG PINK STAR,96.60000000000001,46,16,15,2.1,0.0004717572229648863
20697,LITTLE GREEN MONSTER SOFT TOY,96.6,40,21,17,2.415,0.00047175722296488625
84465,15 PINK FLUFFY CHICKS IN BOX,96.51,32,23,18,3.0159375,0.00047131769760187553
85132b,CHARLIE AND LOLA TABLE TINS,95.83999999999999,10,10,0,9.584,0.0004680456754550175
17084J,LOVE POTION MASALA INCENSE,95.76,456,20,17,0.21000000000000002,0.00046765498624345243
84559a,3D SHEET OF DOG STICKERS,95.69999999999999,57,40,0,1.6789473684210525,0.0004673619693347786
48103,DOOR MAT KISS MY.......,95.15,13,8,8,7.31923076923077,0.00046467598100526845
72606A,BROWN ANTIQUE CUBE CANDLE,94.92,226,18,18,0.42,0.00046355274952201867
21241,GREEN POLKADOT CUP,94.35,111,10,9,0.85,0.0004607690888896171
20622,VIP PASSPORT COVER,94.04,43,17,8,2.1869767441860466,0.0004592551681948023
23402,HOME SWEEET HOME 3 PEG HANGER,93.75,25,4,4,3.75,0.00045783891980287874
90214R,"LETTER ""R"" BLING KEY RING",93.72999999999999,91,50,15,1.0299999999999998,0.00045774124749998736
22432,WATERING CAN GREEN DINOSAUR,93.6,48,6,6,1.95,0.00045710637753119406
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,93.48,11,10,5,8.498181818181818,0.0004565203437138465
90026A,GLASS BEAD HOOP NECKLACE BLACK,93.47,11,9,6,8.497272727272728,0.00045647150756240076
90214G,"LETTER ""G"" BLING KEY RING",93.17999999999999,100,48,13,0.9318,0.0004550552591704772
81950B,FLOWER BLUE CLOCK W/SUCKER,93.1,100,26,14,0.9309999999999999,0.000454664569958912
17084A,TRANQUILITY MASALA INCENSE,92.82,442,18,14,0.21,0.00045329715771843415
35913B,WHITE/PINK CHICK EASTER DECORATION,92.39,100,21,17,0.9239,0.00045119720320627166
90075,MONTANA DIAMOND CLUSTER NECKLACE,92.17999999999999,10,8,3,9.218,0.0004501716440259131
84753A,PINK EAU DE COLOGNE BOTTLE,92.16999999999999,97,24,14,0.9502061855670102,0.0004501228078744675
21343,GOLD JEWELERY BOX,92.0,20,3,3,4.6,0.00044929259329989165
90089,PINK CRYSTAL SKULL PHONE CHARM,91.89999999999999,104,26,11,0.8836538461538461,0.0004488042317854352
85232b,SET OF 3 BABUSHKA STACKING TINS,91.53,9,8,0,10.17,0.0004469972941819466
90202C,GREEN ENAMEL FLOWER HAIR TIE,91.46000000000001,31,25,4,2.9503225806451616,0.0004466554411218272
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,91.38000000000001,31,19,5,2.9477419354838714,0.000446264751910262
23075,DOUBLE CERAMIC PARLOUR HOOK,91.30000000000001,22,5,5,4.15,0.0004458740626986969
90112,PINK DOLLY HAIR CLIPS,91.25,84,20,13,1.0863095238095237,0.0004456298819414686
84437A,S/6 PINK EASTER DECS IN BOX,90.94999999999999,106,18,17,0.8580188679245282,0.0004441647973980994
90202A,PURPLE ENAMEL FLOWER HAIR TIE,90.9,31,23,3,2.9322580645161294,0.0004439206166408712
90214D,"LETTER ""D"" BLING KEY RING",90.82,100,50,11,0.9081999999999999,0.0004435299274293061
84539,KNITTED RABBIT DOLL,90.75,55,11,9,1.65,0.0004431880743691866
81952V,ROUND PURPLE CLOCK W/SUCKER,90.52,99,22,6,0.9143434343434343,0.00044206484288593687
72783,BLACK SIL'T SQU CANDLE PLATE,90.30000000000001,43,9,7,2.1,0.00044099044755413285
71406C,BLACK ORANGE SQUEEZER,89.92,210,35,21,0.4281904761904762,0.00043913467379919844
84984C,ORIENTAL BLUE C/COVER,89.59,13,8,5,6.891538461538461,0.0004375230808014923
17013C,ORIGAMI LAVENDER INCENSE IN TUBE,89.46000000000001,213,2,2,0.42000000000000004,0.000436888210832699
79026B,"S/4 ICON COASTER,ELVIS LIVES",89.25,69,37,17,1.2934782608695652,0.00043586265165234056
47598,NEW ENGLAND EGG WARMER,89.12,138,32,17,0.6457971014492754,0.00043522778168354726
84388,WISE MAN STAR SHAPE EGG PAN,89.03999999999999,70,22,21,1.2719999999999998,0.00043483709247198204
20660,VIP LUGGAGE TAG,88.75,71,26,22,1.25,0.0004334208440800585
90162A,ANT SILVER TURQUOISE BOUDICCA RING,88.5,30,11,8,2.95,0.0004321999402939175
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,88.31,53,33,5,1.6662264150943398,0.00043127205341645037
35638A,PINK AND BLACK STRING CURTAIN,88.04999999999998,39,6,6,2.257692307692307,0.00043000231347886366
71495A,CD WALL TIDY BLUE OFFICE,87.96000000000001,225,20,5,0.39093333333333335,0.00042956278811585294
84721,MANHATTAN CANVAS ART PICTURE,87.8,20,2,2,4.39,0.00042878140969272266
90092,BLUE CRYSTAL BOOT PHONE CHARM,87.50999999999999,102,10,6,0.8579411764705881,0.0004273651613007991
84891B,GREEN WIRE GOBLET CANDLEHOLDER,87.45,11,6,5,7.95,0.0004270721443921253
37462B,"PET MUG, BUDGIE",87.28,170,32,4,0.5134117647058823,0.0004262419298175494
20835,FRENCH LATTICE CUSHION COVER,87.02000000000001,80,10,8,1.0877500000000002,0.00042497218987996274
35822B,"ACRYLIC BEAD CHAIN, BLUE",87.02,229,1,1,0.38,0.0004249721898799627
90088,CRYSTAL KEY+LOCK PHONE CHARM,86.69999999999999,101,14,8,0.8584158415841583,0.0004234094330337022
90039C,FIRE POLISHED GLASS BRACELET BLACK,86.65,23,12,3,3.7673913043478264,0.00042316525227647405
23614,SET 10 CARDS 12 DAYS WRAP  17058,86.58,26,11,0,3.33,0.00042282339921635454
84424A,FOUR PICTURE WHITE GLASS FRAME,86.25,23,10,10,3.75,0.0004212118062186484
35271S,GOLD PRINT PAPER BAG,85.97,420,20,17,0.2046904761904762,0.0004198443939781705
90012B,BLACK DROP CRYSTAL NECKLACE,85.9,17,6,3,5.052941176470589,0.000419502540918051
90162D,ANT SILVER PURPLE BOUDICCA RING,85.55000000000001,29,14,7,2.95,0.0004177932756174536
84454,WOBBLING METAL CHICKEN EASTER,85.53,93,18,11,0.9196774193548387,0.00041769560331456236
85099c,JUMBO  BAG BAROQUE BLACK WHITE,85.17,17,10,0,5.01,0.0004159375018625193
35838B,S/6 SILVER ORNAMENETAL CANDLE,85.0,100,23,21,0.85,0.00041510728728794333
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,85.0,10,8,6,8.5,0.00041510728728794333
22844,"DOG FOOD CONTAINER , VINTAGE",85.0,10,3,3,8.5,0.00041510728728794333
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,84.96000000000001,20,11,7,4.248,0.0004149119426821608
17027A,INCENSE BAZAAR CANNABIS,84.84,228,2,1,0.3721052631578948,0.00041432590886481316
84251B,"GREETING CARD, STICKY GORDON",84.83999999999999,319,61,19,0.2659561128526645,0.00041432590886481306
79051A,SMOKEY GREY COLOUR GLASS,84.75999999999999,236,15,10,0.3591525423728813,0.000413935219653248
46775B,BERRIES CHUNKY KNITTED THROW,84.75,5,4,3,16.95,0.0004138863835018024
16051,TEATIME PENCIL W STAMP ASST,84.69,941,4,3,0.09,0.0004135933665931285
23456,MEDIUM PARLOUR FRAME,84.1,22,2,2,3.8227272727272723,0.00041071203365783567
84251F,"GREETING CARD, RITA",83.97,341,50,26,0.24624633431085044,0.00041007716368904237
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,83.69,16,13,4,5.230625,0.0004087097514485645
22016,Dotcomgiftshop Gift Voucher £100.00,83.33,1,1,0,83.33,0.0004069516499965214
23442,12 HANGING EGGS HAND PAINTED,83.2,40,7,7,2.08,0.0004063167800277281
82605,OLD DOC.RUSSEL METAL SIGN,82.94,41,24,4,2.0229268292682927,0.00040504704009014145
90176D,DIAMANTE NECKLACE PURPLE,82.81,11,7,6,7.528181818181818,0.00040441217012134815
84030C,KNITTED RAINBOW HOT WATER BOTTLE,82.78,21,6,4,3.941904761904762,0.00040426566166701117
90002B,FLOWER BURST SILVER RING ROSE,82.74,22,11,7,3.7609090909090908,0.00040407031706122864
90177E,DROP DIAMANTE EARRINGS GREEN,82.71000000000001,28,22,3,2.953928571428572,0.0004039238086068918
90189A,SILVER 2 STRAND NECKLACE-LEAF CHARM,82.64,11,8,5,7.512727272727273,0.00040358195554677227
90130A,WHITE STONE/CRYSTAL EARRINGS,82.51,28,16,6,2.9467857142857143,0.00040294708557797896
90069,RUBY GLASS CLUSTER NECKLACE,82.5,11,5,5,7.5,0.0004028982494265333
21699,SET 5 MINI CHOCOLATE FRIDGE MAGNETS,82.44,108,3,2,0.7633333333333333,0.00040260523251785946
84907,PINK/YELLOW PATCH CUSHION COVER,82.34,8,5,3,10.2925,0.000402116871003403
90183B,AMETHYST DROP EARRINGS W LONG BEADS,81.92999999999999,28,24,0,2.9260714285714284,0.00040011458879413175
22566,"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",81.6,96,8,8,0.85,0.00039850299579642564
22579,WOODEN TREE CHRISTMAS SCANDISPOT,81.6,96,3,3,0.85,0.00039850299579642564
35610C,WHITE CHRISTMAS FLOCK DROPLET,81.56,94,8,6,0.8676595744680852,0.0003983076511906431
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,81.12,48,15,14,1.6900000000000002,0.00039615886052703496
16201B,PASTEL BLUE PHOTO ALBUM,81.1,34,5,2,2.385294117647059,0.0003960611882241436
90121B,VINTAGE ROSE BEAD BRACELET BLUE,80.75,19,9,8,4.25,0.0003943519229235462
22530,MAGIC SLATE DOLLY GIRL,80.64,192,4,4,0.42,0.0003938147252576442
22531,MAGIC SLATE CIRCUS PARADE,80.64,192,4,4,0.42,0.0003938147252576442
84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,80.62,72,10,9,1.1197222222222223,0.0003937170529547529
17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,80.60000000000001,124,1,1,0.65,0.00039361938065186165
22346,PARTY PIZZA DISH GREEN RETROSPOT,80.50999999999999,89,19,12,0.9046067415730336,0.0003931798552888508
DCGS0069,OOH LA LA DOGS COLLAR,80.31,5,5,0,16.062,0.00039220313225993807
35265,COLOURFUL FLOWER FRUIT BOWL,80.0,21,16,14,3.8095238095238093,0.0003906892115651232
84415B,BLUE FLOCK CUSHION COVER,80.0,24,7,3,3.3333333333333335,0.0003906892115651232
23370,SET 36 COLOUR PENCILS DOILEY,80.0,64,3,3,1.25,0.0003906892115651232
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,79.87,48,27,5,1.6639583333333334,0.0003900543415963299
90206A,GOLD DIAMANTE STAR BROOCH,79.6,16,12,5,4.975,0.0003887357655072976
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,79.57,44,17,6,1.8084090909090909,0.00038858925705296057
84795E,RIO PINK STRIPE HAMMOCK,79.5,10,5,3,7.95,0.00038824740399284117
22649,STRAWBERRY CAKE TEAPOT,79.2,16,4,4,4.95,0.00038678231944947193
84548,CROCHET BEAR RED/BLUE  KEYRING,79.2,48,13,11,1.6500000000000001,0.00038678231944947193
90038B,GLASS AND PAINTED BEADS BRACELET OL,79.19,21,13,2,3.770952380952381,0.0003867334832980263
90064A,WHITE VINTAGE CRYSTAL EARRINGS,79.14,20,12,4,3.957,0.0003864893025407981
90039B,FIRE POLISHED GLASS BRACELET MONTAN,78.99,21,11,3,3.761428571428571,0.0003857567602691135
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,78.75,21,12,8,3.75,0.0003845846926344181
22344,PARTY PIZZA DISH PINK WHITE SPOT,78.72999999999999,75,19,10,1.0497333333333332,0.0003844870203315268
35931,PINK STAR CHRISTMAS DECORATION,78.11999999999999,156,15,14,0.5007692307692307,0.0003815080150933427
84455,SET OF 3 RABBIT CARROTS EASTER,77.96,85,20,15,0.9171764705882353,0.0003807266366702125
90214H,"LETTER ""H"" BLING KEY RING",77.71,83,53,14,0.9362650602409638,0.0003795057328840715
23497,CLASSIC CROME BICYCLE BELL,77.4,60,2,2,1.29,0.0003779918121892567
21450,DISTRESSED CANDLE STICK WHITE,77.35,13,3,3,5.949999999999999,0.00037774763143202846
90176C,DIAMANTE NECKLACE,77.0,10,6,4,7.7,0.00037603836613143103
21595,Dad's Cab Electronic Meter,76.95,9,9,0,8.55,0.00037579418537420285
84251C,"GREETING CARD, TWO SISTERS.",76.67999999999999,247,53,13,0.3104453441295546,0.00037447560928517053
85014b,RED/WHITE DOTS RUFFLED UMBRELLA,76.60000000000001,6,5,0,12.766666666666667,0.00037408492007360547
84425A,WHITE GLASS TV TRIPLE FRAME,76.6,18,9,8,4.2555555555555555,0.0003740849200736054
90100,NECKLACE+BRACELET SET PINK DAISY,76.5,30,12,7,2.55,0.00037359655855914904
90214N,"LETTER ""N"" BLING KEY RING",76.39999999999999,78,43,11,0.9794871794871793,0.0003731081970446926
90020,FILIGREE DIAMANTE CHAIN,76.23,6,4,2,12.705,0.0003722779824701168
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",75.88,168,7,7,0.45166666666666666,0.0003705687171695193
90176A,CLASSIC DIAMANTE NECKLACE JET,75.88,10,7,3,7.587999999999999,0.0003705687171695193
22416,SET OF 36 SPACEBOY PAPER DOILIES,75.42,51,8,7,1.4788235294117646,0.0003683222542030199
62043B,BLUE CHECK BAG W HANDLE 34X20CM,75.16000000000001,54,10,8,1.3918518518518521,0.0003670525142654333
23061,VINTAGE ENGRAVED HEART,75.0,60,4,4,1.25,0.000366271135842303
37399,"ASS RETROSPOOF MUGS,SPORTS",75.0,143,6,6,0.5244755244755245,0.000366271135842303
16161E,WRAP BOUDOIR,75.0,750,9,8,0.1,0.000366271135842303
72802a,ROSE SCENT CANDLE IN JEWELLED BOX,74.97,9,4,0,8.33,0.000366124627387966
84968d,SET OF 16 VINTAGE RED CUTLERY,74.88,3,3,0,24.959999999999997,0.00036568510202495525
72807a,SET/3 ROSE CANDLE IN JEWELLED BOX,74.78999999999999,9,6,0,8.309999999999999,0.0003652455766619445
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,74.75,5,4,4,14.95,0.00036505023205616195
23068,ALUMINIUM HEART,74.7,30,6,6,2.49,0.00036480605129893376
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,74.7,18,5,5,4.15,0.00036480605129893376
21267,VINTAGE PINK TINSEL REEL,74.6,24,10,3,3.108333333333333,0.00036431768978447733
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,74.38,13,7,2,5.7215384615384615,0.00036324329445267325
84919,L BLUE C/COVER W PINK/YELLOW FLOWER,74.31,8,4,2,9.28875,0.0003629014413925538
84593,CROCHET ROSE DES CLOTHES HANGER,73.75,25,7,7,2.95,0.00036016661691159796
15030,FAN BLACK FRAME,73.66,254,26,23,0.29,0.00035972709154858713
90130C,GREEN STONE/CRYSTAL EARRINGS,73.62,25,24,2,2.9448000000000003,0.0003595317469428046
79331,PINK FLOCK GLASS CANDLEHOLDER,73.60000000000001,60,9,8,1.2266666666666668,0.00035943407463991334
84447,6 RABBIT CHAIN EASTER,72.42,69,19,7,1.0495652173913044,0.00035367140876932775
90214B,"LETTER ""B"" BLING KEY RING",72.33,75,40,13,0.9643999999999999,0.000353231883406317
84427B,BLACK GLASS TV DOUBLE P/FRAME 15X10,72.25,17,5,5,4.25,0.00035284119419475186
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,72.18,23,16,6,3.138260869565218,0.0003524993411346324
84746,PINK EASTER HENS+FLOWER,72.06,23,16,6,3.13304347826087,0.0003519133073172847
90031,BILI NUT AND WOOD NECKLACE,71.9,52,9,5,1.3826923076923079,0.0003511319288941545
90038C,GLASS AND BEADS BRACELET IVORY,71.46000000000001,19,9,3,3.7610526315789476,0.0003489831382305463
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,71.44,188,17,16,0.38,0.000348885465927655
90060D,FIRE POLISHED GLASS NECKL BRONZE,71.4,12,8,6,5.95,0.0003486901213218725
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,71.4,34,6,6,2.1,0.0003486901213218725
84925C,FAIRY CAKES  WALL THERMOMETER,71.39999999999999,28,10,10,2.55,0.0003486901213218724
37509,NEW ENGLAND MUG W GIFT BOX,71.39999999999999,28,14,14,2.55,0.0003486901213218724
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,71.27,38,8,6,1.8755263157894735,0.0003480552513530791
84415A,PINK FLOCK SUEDE CUSHION COVER,71.25,27,6,3,2.638888888888889,0.0003479575790501878
90037B,TINY CRYSTAL BRACELET GREEN,71.17,28,10,5,2.5417857142857145,0.0003475668898386227
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,71.08,12,6,4,5.923333333333333,0.00034712736447561194
