stockcode,description,revenue,sold_quantity,orders,customers,returned_quantity,return_value,return_rate,return_value_rate
84007,MAGIC GARDEN MOUNT FUJI,387.6,152,37,30,0.0,0.0,0.0,0.0
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,2516.75,1781,155,127,120.0,102.0,6.7377877596855695,4.052845932253899
84016,FLAG OF ST GEORGE CAR FLAG,389.76,978,46,43,60.0,50.3,6.134969325153374,12.9053776683087
84029C,BROWN FURRY HOT WATER BOTTLE,665.05,191,38,27,0.0,0.0,0.0,0.0
84029D,LEOPARD PRINT HOT WATER BOTTLE,153.3,46,12,12,0.0,0.0,0.0,0.0
84029E,RED WOOLLY HOTTIE WHITE HEART.,31876.47,9259,956,500,86.0,327.7,0.9288260071281995,1.028031021000757
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20838.9,5724,758,386,60.0,219.7,1.0482180293501049,1.0542782968390845
84030B,KNITTED POM POM HOT WATER BOTTLE,18.75,5,3,2,0.0,0.0,0.0,0.0
84030C,KNITTED RAINBOW HOT WATER BOTTLE,75.0,20,5,4,8.0,30.0,40.0,40.0
84030E,ENGLISH ROSE HOT WATER BOTTLE,8191.91,2018,408,254,13.0,55.25,0.6442021803766105,0.6744458862463089
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,2223.32,716,133,95,27.0,71.55,3.7709497206703912,3.2181602288469495
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,1720.04,544,109,80,26.0,64.2,4.779411764705882,3.7324713378758636
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,4745.26,2280,346,227,38.0,112.10000000000001,1.6666666666666667,2.362357384000034
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,5741.6,2788,405,288,78.0,168.9,2.7977044476327118,2.94168872788073
84033,FLAG OF ST GEORGE,628.65,381,44,41,13.0,21.45,3.4120734908136483,3.4120734908136483
84050,PINK HEART SHAPE EGG FRYING PAN,13316.63,9547,557,308,66.0,107.30000000000001,0.6913166439719284,0.8057594151072758
84051,ASS COLOUR GLOWING TIARAS,542.05,697,52,50,0.0,0.0,0.0,0.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,24098.03,105185,920,482,1704.0,361.68,1.6200028521176975,1.5008695731559802
84078A,SET/4 WHITE RETRO STORAGE CUBES,36259.65,1007,234,151,147.0,5187.65,14.597815292949354,14.306950011927858
84081,WHITE CERAMIC PARTY SET (5PCS),337.58,94,15,14,1.0,4.25,1.0638297872340425,1.2589608389122577
84086B,YELLOW/BLUE RETRO RADIO,70.80000000000001,24,12,7,1.0,2.95,4.166666666666666,4.166666666666666
84086C,PINK/PURPLE RETRO RADIO,560.5,190,34,25,0.0,0.0,0.0,0.0
84192,ASSORTED COLOUR METAL CAT,271.1,226,38,29,0.0,0.0,0.0,0.0
84199,GLOW IN DARK DOLPHINS,104.79,511,62,58,12.0,2.52,2.3483365949119372,2.404809619238477
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,5.32,28,6,6,0.0,0.0,0.0,0.0
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,1.9,10,3,3,0.0,0.0,0.0,0.0
84205C,HAPPY BIRTHDAY GINGER CAT CARD,0.38,2,1,1,0.0,0.0,0.0,0.0
84206A,3 BLACK CATS W HEARTS BLANK CARD,15.01,79,9,9,0.0,0.0,0.0,0.0
84206B,CAT W SUNGLASSES BLANK CARD,0.76,4,1,1,0.0,0.0,0.0,0.0
84206B,CAT WITH SUNGLASSES BLANK CARD,0.95,5,1,1,0.0,0.0,0.0,0.0
84206C,CHAMPAGNE TRAY BLANK CARD,1.9,10,4,4,0.0,0.0,0.0,0.0
84212,"ASSORTED FLOWER COLOUR ""LEIS""",11759.77,24665,258,140,72.0,46.8,0.2919116156497061,0.397966967041022
84218,BOX/12 CHICK & EGG IN BASKET,479.7,254,89,74,1.0,1.95,0.39370078740157477,0.40650406504065045
84219,BOX/12 MOTHER & CHICK IN BASKET/BOW,220.79999999999998,96,26,24,0.0,0.0,0.0,0.0
84226,HEN HOUSE W FAMILY IN BARN & NEST,56.61,75,17,17,0.0,0.0,0.0,0.0
84227,HEN HOUSE W CHICK IN NEST,47.04,112,13,13,0.0,0.0,0.0,0.0
84228,HEN HOUSE W CHICK STANDING,123.36,308,20,16,1.0,0.42,0.3246753246753247,0.3404669260700389
84228,HEN HOUSE WITH CHICK STANDING,5.88,14,3,3,1.0,0.42,7.142857142857142,7.142857142857142
84231,EASTER BUNNY WITH BASKET ON BACK,132.6,204,34,28,0.0,0.0,0.0,0.0
84247C,PACK/12 BLUE REINDEER CARD,212.40000000000003,72,22,22,0.0,0.0,0.0,0.0
84247E,PACK OF 12 CHRISTMAS FUN CARDS,138.65,47,13,13,106.0,293.50000000000006,225.531914893617,211.68409664623152
84247E,PACK/12 XMAS FUN CARD,736.0000000000001,256,56,56,106.0,293.50000000000006,41.40625,39.87771739130435
84247G,"DECOUPAGE,GREETING CARD,",554.4,1332,87,54,0.0,0.0,0.0,0.0
84247H,PACK/12 DECOUPAGE CARD,103.25000000000001,35,14,12,11.0,32.45,31.428571428571427,31.428571428571427
84247J,PACK/12 RUSSIAN DOLL CARDS,5.9,2,2,2,0.0,0.0,0.0,0.0
84247K,"FOLK ART GREETING CARD,pack/12",206.5,70,24,20,11.0,32.45,15.714285714285714,15.714285714285717
84247L,FAWN AND MUSHROOM GREETING CARD,456.96,1088,82,62,12.0,5.04,1.1029411764705883,1.1029411764705883
84247N,PACK/12 BLUE FOLKART CARDS,283.20000000000005,96,39,33,33.0,97.35000000000001,34.375,34.375
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",101.6,238,20,18,0.0,0.0,0.0,0.0
84249D,FAIRY CAKE GREETINGS CARD,335.46,809,55,48,24.0,10.08,2.966625463535229,3.0048291897692723
84250M,"GREETING CARD, BLACKPOOL ROCK",2.28,12,1,1,0.0,0.0,0.0,0.0
84251B,"GREETING CARD, STICKY GORDON",43.88999999999999,231,22,19,12.0,2.28,5.194805194805195,5.194805194805195
84251C,"GREETING CARD, TWO SISTERS.",25.08,132,14,13,0.0,0.0,0.0,0.0
84251F,"GREETING CARD, RITA",59.279999999999994,312,31,26,0.0,0.0,0.0,0.0
84251G,"GREETING CARD, OVERCROWDED POOL.",68.39999999999999,360,34,32,0.0,0.0,0.0,0.0
84251J,"GREETING CARD, THE BLACK CAT",25.2,60,4,4,0.0,0.0,0.0,0.0
84255A,PINK GLASS COCKTAIL LAMP,4.2,2,2,2,0.0,0.0,0.0,0.0
84255B,ORANGE COCKTAIL GLASS LAMP,126.00000000000001,60,14,11,0.0,0.0,0.0,0.0
84270,ASSTD DESIGN BUBBLE GUM RING,4622.099999999999,22410,385,249,1740.0,293.40000000000003,7.764390896921017,6.347764003375091
84279B,CHERRY BLOSSOM DECORATIVE FLASK,2820.15,777,188,140,17.0,63.75,2.187902187902188,2.2605180575501302
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,3831.27,1057,241,169,44.0,163.56,4.162724692526018,4.26908048767119
84288B,SET/2 BLUE  NOODLE BASKETS,111.14999999999999,57,21,19,2.0,3.9,3.508771929824561,3.508771929824562
84292,ROSE PINK METAL FOLDING CHAIR,333.90000000000003,42,12,11,1.0,7.95,2.380952380952381,2.380952380952381
84292B,BLUE COL METAL FOLDING CHAIR,43.85,7,4,4,0.0,0.0,0.0,0.0
84306,S/3 PINK SQUARE PLANTERS ROSES,383.24999999999994,35,19,18,0.0,0.0,0.0,0.0
84311,CAMOFLAGE CUSHION COVER,18.15,11,1,1,0.0,0.0,0.0,0.0
84313A,PINK TV TRAY TABLE,144.5,34,16,10,0.0,0.0,0.0,0.0
84313B,BLUE TV TRAY TABLE,513.74,158,45,24,0.0,0.0,0.0,0.0
84313C,ORANGE TV TRAY TABLE,1061.15,497,47,29,0.0,0.0,0.0,0.0
84327A,PINK JUMPER LARRY THE LAMB,1788.72,949,117,78,4.0,6.76,0.42149631190727077,0.37792387852766224
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,19.08,15,6,5,0.0,0.0,0.0,0.0
84341B,SMALL PINK MAGIC CHRISTMAS TREE,825.03,1690,94,79,0.0,0.0,0.0,0.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,55880.17,28606,525,300,9381.0,330.45000000000005,32.7938194784311,0.5913546791285711
84352,SILVER CHRISTMAS TREE BAUBLE STAND,3232.1,198,118,90,7.0,118.65,3.535353535353535,3.6709879026020236
84356,POMPOM CURTAIN,3155.0,660,94,58,6.0,41.7,0.9090909090909091,1.3217115689381935
84358,FLOOR LAMP SHADE WOOD BASE,909.63,113,22,11,0.0,0.0,0.0,0.0
84360,TABLE LAMP WHITE SHADE WOOD BASE,891.5500000000001,173,35,14,0.0,0.0,0.0,0.0
84366,VENDETTA CANVAS PICTURE,7.5,2,2,2,0.0,0.0,0.0,0.0
84367,LA STREGA CANVAS PICTURE,122.55000000000001,73,7,6,0.0,0.0,0.0,0.0
84371,BIG PINK POODLE,213.7,28,4,4,0.0,0.0,0.0,0.0
84375,SET OF 20 KIDS COOKIE CUTTERS,14558.970000000001,7275,626,389,61.0,120.89999999999999,0.8384879725085911,0.8304158879371273
84378,SET OF 3 HEART COOKIE CUTTERS,13862.84,11007,944,601,93.0,116.06,0.8449168710820387,0.837202189450358
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,11818.65,9592,814,490,219.0,251.39,2.2831526271893243,2.127061889471302
84387A,BIRD ON BRANCH CANVAS SCREEN,21.45,11,1,1,0.0,0.0,0.0,0.0
84388,WISE MAN STAR SHAPE EGG PAN,89.03999999999999,70,22,21,2.0,3.3,2.857142857142857,3.706199460916442
84396,6 HOOK JEWELLERY STAND BLACK DRESS,1071.6,516,28,22,0.0,0.0,0.0,0.0
84402B,PURPLE DRESS JEWELLERY STAND,51.14,62,4,4,0.0,0.0,0.0,0.0
84402D,PINK DRESS JEWELLERY STAND,346.85,371,11,9,0.0,0.0,0.0,0.0
84405A,S/3 PINK COL METAL BASKET W HANDLE,900.3000000000001,122,45,40,1.0,12.75,0.819672131147541,1.4161946017994
84406B,CREAM CUPID HEARTS COAT HANGER,21256.0,6682,724,318,218.0,663.1,3.2624962586052084,3.1195897628904783
84414B,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,497.15,77,8,7,0.0,0.0,0.0,0.0
84415A,PINK FLOCK SUEDE CUSHION COVER,22.5,14,3,3,0.0,0.0,0.0,0.0
84415B,BLUE FLOCK CUSHION COVER,20.0,8,3,3,0.0,0.0,0.0,0.0
84422,PINK/BLUE DISC/MIRROR STRING,374.31,749,25,19,49.0,19.57,6.5420560747663545,5.228286714220833
84424A,FOUR PICTURE WHITE GLASS FRAME,86.25,23,10,10,0.0,0.0,0.0,0.0
84425A,WHITE GLASS TV TRIPLE FRAME,68.0,16,8,8,0.0,0.0,0.0,0.0
84427B,BLACK GLASS TV DOUBLE P/FRAME 15X10,72.25,17,5,5,0.0,0.0,0.0,0.0
84429A,MEDIUM PINK BUDDHA HEAD,271.40000000000003,92,27,22,0.0,0.0,0.0,0.0
84437A,S/6 PINK EASTER DECS IN BOX,89.25,105,17,17,0.0,0.0,0.0,0.0
84447,6 RABBIT CHAIN EASTER,44.199999999999996,52,7,7,0.0,0.0,0.0,0.0
84450A,PINK RABBIT SITTING EASTER,19.32,46,4,4,4.0,1.68,8.695652173913043,8.695652173913043
84450B,PINK/YELLOW RABBIT SAT EASTER,9.24,22,4,4,0.0,0.0,0.0,0.0
84450B,YELLOW RABBIT SAT EASTER,20.16,48,3,3,0.0,0.0,0.0,0.0
84452,METAL RABBIT LADDER EASTER,149.6,176,26,23,16.0,13.6,9.090909090909092,9.090909090909092
84454,WOBBLING METAL CHICKEN EASTER,72.25,85,13,11,0.0,0.0,0.0,0.0
84455,SET OF 3 RABBIT CARROTS EASTER,66.3,78,16,15,0.0,0.0,0.0,0.0
84456,SET OF 3 RABBIT EGG EASTER,28.049999999999997,33,12,12,12.0,10.2,36.36363636363637,36.36363636363637
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,214.2,252,40,37,0.0,0.0,0.0,0.0
84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,104.55,123,19,17,0.0,0.0,0.0,0.0
84459A,PINK METAL CHICKEN HEART,1582.7,1126,107,96,96.0,143.04,8.52575488454707,9.037720351298413
84459B,YELLOW METAL CHICKEN HEART,1903.05,1341,137,115,24.0,35.76,1.7897091722595078,1.8790888310869396
84461,12 PINK HEN+CHICKS IN BASKET,229.5,90,34,33,11.0,28.05,12.222222222222221,12.222222222222223
84462,3 PINK HEN+CHICKS IN BASKET,112.35,99,13,13,0.0,0.0,0.0,0.0
84464,S/60 PINK FLUFFY CHICKS IN BOX,179.1,82,11,10,0.0,0.0,0.0,0.0
84465,15 PINK FLUFFY CHICKS IN BOX,85.55000000000001,29,20,18,0.0,0.0,0.0,0.0
84466,TOP SECRET PEN SET,1231.6999999999998,1210,49,34,397.0,391.85,32.8099173553719,31.813753349029806
84467,ENGLISH ROSE DESIGN QUILTED THROW,4391.1,306,45,40,2.0,79.9,0.6535947712418301,1.8195896244676733
84469,ROSE DES PADDED FLOOR CUSHION,2090.68,653,39,35,0.0,0.0,0.0,0.0
84472,PINK AND LILAC QUILTED THROW,1450.4,33,25,23,3.0,125.9,9.090909090909092,8.680364037506894
84482,BUTTONS DESIGN JEWELLERY BOX,266.25,71,28,22,10.0,37.5,14.084507042253522,14.084507042253522
84493,BLUE/PINK NEST STRIPE BOX,111.12,1142,5,5,567.0,45.36,49.64973730297723,40.820734341252695
84497,BUTTONS AND STRIPES NOTEBOOK,337.5,90,32,29,0.0,0.0,0.0,0.0
84499,BLACK FLOWER CANDLE PLATE,219.66,294,20,16,0.0,0.0,0.0,0.0
84507B,STRIPES DESIGN MONKEY DOLL,1622.85,1319,89,52,7.0,11.05,0.530705079605762,0.6809008842468498
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,594.15,425,62,27,10.0,20.4,2.3529411764705883,3.4334763948497855
84508A,CAMOFLAGE DESIGN TEDDY,3358.8,1584,42,31,10.0,21.900000000000002,0.6313131313131313,0.6520185780635942
84508A,CAMOUFLAGE DESIGN TEDDY,4714.950000000001,2221,62,28,10.0,21.900000000000002,0.45024763619990993,0.4644800050901918
84508B,STRIPES DESIGN TEDDY,405.45,159,65,40,6.0,15.3,3.7735849056603774,3.773584905660378
84508C,BLUE CIRCLES DESIGN TEDDY,244.8,96,36,22,1.0,2.55,1.0416666666666665,1.0416666666666665
84509A,ENGLISH ROSE PLACEMATS,382.05,107,25,19,13.0,48.75,12.149532710280374,12.76010993325481
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,3842.84,1072,245,167,13.0,48.75,1.212686567164179,1.2685930197458128
84509B,FAIRY CAKE PLACEMATS,355.8,100,22,20,4.0,15.0,4.0,4.2158516020236085
84509B,SET OF 4 FAIRY CAKE PLACEMATS,1654.05,459,117,87,4.0,15.0,0.8714596949891068,0.9068649678062937
84509C,DOTTY PLACEMATS,175.8,52,9,9,0.0,0.0,0.0,0.0
84509C,SET OF 4 DOTTY PLACEMATS,183.3,54,13,11,0.0,0.0,0.0,0.0
84509C,SET OF 4 POLKADOT PLACEMATS,340.8,96,32,29,0.0,0.0,0.0,0.0
84509E,CAROUSEL PLACEMATS,7.5,2,2,2,0.0,0.0,0.0,0.0
84509E,SET OF 4 CAROUSEL PLACEMATS,179.81,131,10,9,0.0,0.0,0.0,0.0
84509F,NEW ENGLAND PLACEMATS,120.0,32,10,6,0.0,0.0,0.0,0.0
84509F,SET OF 4 NEW ENGLAND PLACEMATS,2298.0,2744,33,29,0.0,0.0,0.0,0.0
84509G,FAIRY CAKE PLACEMATS,262.05,75,21,18,0.0,0.0,0.0,0.0
84509G,SET OF 4 FAIRY CAKE PLACEMATS,1574.7,686,104,84,0.0,0.0,0.0,0.0
84510A,SET OF 4 ENGLISH ROSE COASTERS,2670.54,2166,307,200,21.0,26.25,0.9695290858725761,0.9829472690916444
84510B,SET OF 4 FAIRY CAKES COASTERS,1285.8,1094,96,71,2.0,2.5,0.18281535648994515,0.1944314823456214
84510C,SET OF 4 POLKADOT COASTERS,146.17,115,38,30,0.0,0.0,0.0,0.0
84510C,SET OF 4 POLKADOTS COASTERS,132.45,109,29,22,0.0,0.0,0.0,0.0
84510E,SET OF 4 GREEN CAROUSEL COASTERS,67.8,128,13,12,0.0,0.0,0.0,0.0
84510F,SET OF 4 NEW ENGLAND COASTERS,415.0,1092,31,23,2.0,2.5,0.18315018315018314,0.6024096385542169
84519A,TOMATO CHARLIE+LOLA COASTER SET,2488.8900000000003,1139,158,96,0.0,0.0,0.0,0.0
84519B,CARROT CHARLIE+LOLA COASTER SET,1528.7900000000002,797,156,98,1.0,2.95,0.12547051442910914,0.19296306229109295
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,5096.74,6598,528,327,12.0,10.2,0.18187329493785995,0.20012792490886328
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,505.98999999999995,619,61,53,12.0,10.2,1.938610662358643,2.015850115614933
84522,PINK PARTY SUNGLASSES,298.5,178,20,19,0.0,0.0,0.0,0.0
84526,GIANT BLACK SUNGLASSES,163.79999999999998,84,31,23,0.0,0.0,0.0,0.0
84527,FLAMES SUNGLASSES PINK LENSES,131.25,71,19,19,0.0,0.0,0.0,0.0
84529A,PINK KNITTED KIDS RUCKSACK,162.0,24,10,9,0.0,0.0,0.0,0.0
84529B,BLUE KNITTED KID'S RUCKSACK,20.25,3,2,2,0.0,0.0,0.0,0.0
84529C,YELLOW KNITTED KIDS RUCKSACK,222.75,33,11,9,0.0,0.0,0.0,0.0
84531A,PINK KNITTED EGG COSY,151.70999999999998,181,38,35,0.0,0.0,0.0,0.0
84531B,BLUE KNITTED EGG COSY,155.60999999999999,187,38,35,0.0,0.0,0.0,0.0
84532B,FAIRY CAKES RECTANGLUAR BOXES,226.1,38,23,21,0.0,0.0,0.0,0.0
84533B,FAIRY CAKES ROUND NESTING BOXES,293.8,52,19,17,0.0,0.0,0.0,0.0
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,612.8499999999999,721,107,69,28.0,23.799999999999997,3.8834951456310676,3.8834951456310685
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,300.15000000000003,575,48,44,0.0,0.0,0.0,0.0
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1570.97,2566,248,141,95.0,61.75,3.702260327357755,3.9306925020846992
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1881.58,4478,413,227,38.0,15.959999999999999,0.8485931219294328,0.8482233016932578
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1149.68,2861,224,131,52.0,21.84,1.8175463124781546,1.8996590355577203
84537B,FAIRY CAKES GIFT BAG,49.14,117,11,10,0.0,0.0,0.0,0.0
84539,KNITTED RABBIT DOLL,54.449999999999996,33,9,9,0.0,0.0,0.0,0.0
84546,CROCHET POODLE KEYRING,34.65,21,3,3,0.0,0.0,0.0,0.0
84548,CROCHET BEAR RED/BLUE  KEYRING,67.64999999999999,41,12,11,0.0,0.0,0.0,0.0
84549,CROCHET WHITE RABBIT KEYRING,100.8,64,9,9,0.0,0.0,0.0,0.0
84550,CROCHET LILAC/RED BEAR KEYRING,19.8,12,4,4,0.0,0.0,0.0,0.0
84551,CROCHET DOG KEYRING,39.6,24,6,6,0.0,0.0,0.0,0.0
84555A,YELLOW VW BEETLE CERAMIC MONEY BOX,130.9,46,15,13,0.0,0.0,0.0,0.0
84558A,3D DOG PICTURE PLAYING CARDS,3445.4500000000003,1207,169,116,25.0,73.75,2.071251035625518,2.1405041431453076
84559A,3D SHEET OF DOG STICKERS,987.63,1161,151,107,0.0,0.0,0.0,0.0
84559B,3D SHEET OF CAT STICKERS,969.0,1140,150,97,4.0,3.4,0.3508771929824561,0.3508771929824561
84559D,3D SHEET OF SEA WORLD STICKERS,123.25,145,29,23,0.0,0.0,0.0,0.0
84562A,PINK/WHITE RIBBED MELAMINE JUG,1073.25,143,63,48,1.0,7.95,0.6993006993006993,0.7407407407407408
84562B,BLUE/WHITE RIBBED MELAMINE JUG,55.650000000000006,7,5,5,0.0,0.0,0.0,0.0
84563A,PINK & WHITE BREAKFAST TRAY,394.40000000000003,92,33,26,0.0,0.0,0.0,0.0
84563B,BLUE & WHITE BREAKFAST TRAY,370.20000000000005,96,37,27,0.0,0.0,0.0,0.0
84564,6 SEGMENT COLOURED SNACK BOWL,143.1,18,9,9,0.0,0.0,0.0,0.0
84567,FROSTED GLASS WITH SILVER SURROUND,14.85,9,1,1,0.0,0.0,0.0,0.0
84568,GIRLS ALPHABET IRON ON PATCHES,6399.57,33217,72,49,865.0,181.64999999999998,2.6040882680555137,2.838471959834801
84569A,PACK 3 IRON ON DOG PATCHES,563.71,450,64,59,1.0,1.25,0.2222222222222222,0.22174522360788348
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,508.75,407,63,54,1.0,1.25,0.2457002457002457,0.2457002457002457
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,438.75,351,50,45,13.0,16.25,3.7037037037037033,3.7037037037037033
84569D,PACK 6 HEART/ICE-CREAM PATCHES,1001.17,799,96,82,1.0,1.25,0.1251564455569462,0.12485392091253235
84570B,WHITE SATIN DRESS JEWEL STAND,19.8,4,2,2,0.0,0.0,0.0,0.0
84572,6 HOOK JEWEL STAND LILAC DRESS,8.49,1,1,1,0.0,0.0,0.0,0.0
84575A,PINK DOG CANNISTER,98.8,24,13,13,1.0,5.95,4.166666666666666,6.022267206477734
84575B,BROWN DOG CANNISTER W BONE,23.8,4,3,3,0.0,0.0,0.0,0.0
84576,BLUE CAT BISCUIT BARREL PINK HEART,264.0,84,21,19,0.0,0.0,0.0,0.0
84578,ELEPHANT TOY WITH BLUE T-SHIRT,595.68,160,78,67,0.0,0.0,0.0,0.0
84580,MOUSE TOY WITH PINK T-SHIRT,3228.8,860,312,197,4.0,15.0,0.46511627906976744,0.4645688800792864
84581,DOG TOY WITH PINK CROCHET SKIRT,1650.19,441,177,125,0.0,0.0,0.0,0.0
84582,PINK CROCHET CAT WITH SCARF,46.75,11,9,9,0.0,0.0,0.0,0.0
84584,PINK GINGHAM CAT WITH SCARF,527.85,207,50,47,0.0,0.0,0.0,0.0
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",44.25000000000001,15,9,9,0.0,0.0,0.0,0.0
84592,CROCHET ROSE PURSE WITH SUEDE BACK,480.8500000000001,163,38,33,0.0,0.0,0.0,0.0
84593,CROCHET ROSE DES CLOTHES HANGER,73.75,25,7,7,0.0,0.0,0.0,0.0
84595B,LARGE TRIFLE DESIGN L BLUE BOWL,405.15,229,15,13,0.0,0.0,0.0,0.0
84595E,LARGE TORTILLA DESIGN RED BOWL,653.0999999999999,350,27,22,1.0,3.29,0.2857142857142857,0.5037513397642016
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,3304.59,5484,509,256,48.0,46.72,0.87527352297593,1.4137911208349598
84596E,SMALL LICORICE DES PINK BOWL,850.2,880,124,90,32.0,40.0,3.6363636363636362,4.704775346977182
84596F,SMALL MARSHMALLOWS PINK BOWL,2623.46,4174,410,216,16.0,6.72,0.3833253473885961,0.25615027482789904
84596G,SMALL CHOCOLATES PINK BOWL,1157.93,1967,222,118,0.0,0.0,0.0,0.0
84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,78.11,71,9,9,0.0,0.0,0.0,0.0
84596J,MIXED NUTS LIGHT GREEN BOWL,464.03000000000003,676,68,50,6.0,7.5,0.8875739644970414,1.6162748098183306
84596K,JELLY BABIES YELLOW SMALL BOWL,420.14,358,64,48,1.0,1.25,0.27932960893854747,0.2975198743276051
84596L,BISCUITS SMALL BOWL LIGHT BLUE,720.9399999999999,1262,130,78,0.0,0.0,0.0,0.0
84597B,RETRO BROWN BALL ASHTRAY,234.15,195,19,11,3.0,3.75,1.5384615384615385,1.6015374759769379
84597C,RETRO PINK BALL ASHTRAY,420.8,352,36,21,4.0,5.0,1.1363636363636365,1.188212927756654
84598,BOYS ALPHABET IRON ON PATCHES,3542.61,18241,41,30,576.0,120.96,3.157721616139466,3.4144317325361806
84599,CANDY STRIPE ROSE FLOOR CUSHION,47.7,6,2,2,0.0,0.0,0.0,0.0
84600,NEW BAROQUE JEWELLERY BOX,717.3000000000001,94,39,31,3.0,22.85,3.1914893617021276,3.185556949672382
84601A,NEW BAROQUE IVORY CUSHION COVER,607.7,254,12,9,150.0,187.5,59.055118110236215,30.854039822280726
84608,ORNATE EDWARDIAN CANDLE HOLDER,47.7,6,4,4,2.0,15.9,33.33333333333333,33.33333333333333
84609,TALL ROCOCO CANDLE HOLDER,1051.5,129,27,23,2.0,17.0,1.550387596899225,1.6167379933428434
84611B,BLACK NEW BAROQUE FLOCK BOX,41.65,7,4,4,3.0,17.85,42.857142857142854,42.85714285714286
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,51.0,20,4,4,0.0,0.0,0.0,0.0
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,102.3,22,10,9,1.0,4.65,4.545454545454546,4.545454545454546
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,258.06,62,12,11,0.0,0.0,0.0,0.0
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,77.35000000000001,13,7,7,2.0,11.9,15.384615384615385,15.384615384615383
84614C,BLUE BAROQUE FLOCK CANDLE HOLDER,17.85,3,1,1,0.0,0.0,0.0,0.0
84615,PINK ROUND BUTTERFLY MIRROR,667.8299999999999,235,18,13,38.0,241.68,16.170212765957448,36.188850455954366
84616,SILVER ROCCOCO CHANDELIER,1297.75,69,22,19,4.0,119.8,5.797101449275362,9.231361972644962
84617,NEW BAROQUE BLACK BOXES,140.25,11,7,7,0.0,0.0,0.0,0.0
84619,BLUE GINGHAM ROSE QUILT,1444.15,69,26,22,0.0,0.0,0.0,0.0
84620,BLUE GINGHAM ROSE CUSHION COVER,660.45,111,46,41,0.0,0.0,0.0,0.0
84621,BLUE GINGHAM ROSE FLOOR CUSHION,214.65,27,13,9,0.0,0.0,0.0,0.0
84622,PINK GINGHAM ROSE CUSHION COVER,124.95,21,7,7,1.0,5.95,4.761904761904762,4.761904761904762
84623,PINK GINGHAM ROSE FLOOR CUSHION,261.35,53,12,8,0.0,0.0,0.0,0.0
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,898.7,788,61,40,54.0,64.8,6.852791878172589,7.210415043952375
84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,279.0,180,17,15,12.0,10.2,6.666666666666667,3.655913978494624
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,870.95,743,57,29,70.0,103.60000000000001,9.421265141318976,11.895057121533958
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,734.25,639,46,36,31.0,57.85000000000001,4.851330203442879,7.87878787878788
84626,CANDY STRIPE ROSE QUILT,45.95,1,1,1,0.0,0.0,0.0,0.0
84627,CANDY STRIPE ROSE C/COVER,297.5,50,19,15,8.0,47.6,16.0,16.0
84629,WHITE 3 FRAME BIRDS AND TREE,237.8,24,13,12,1.0,4.95,4.166666666666666,2.0815811606391925
84630,FLOWERS AND BIRDS WALL PLAQUE,15.9,2,1,1,0.0,0.0,0.0,0.0
84631,FRUIT TREE AND BIRDS WALL PLAQUE,715.35,253,24,19,3.0,23.85,1.185770750988142,3.334032291885091
84632,DECORATIVE HANGING SHELVING UNIT,799.3000000000001,14,10,8,1.0,59.95,7.142857142857142,7.500312773676968
84637,KITCHEN FLOWER POTS WALL PLAQUE,867.25,487,33,28,0.0,0.0,0.0,0.0
84638,SMALL KITCHEN FLOWER POTS PLAQUE,714.2,356,31,27,0.0,0.0,0.0,0.0
